id_,first_name,last_name,gender,country,phone,designation,ship_or_harbour_id,year_of_joining,qualification
510407,Andrew,Wang,Male,Nauru,001-300-836-2979x085,Pilot,78658,2001,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
543423,Benjamin,Johnson,Male,Serbia,001-509-991-4838x8445,Pilot,79126,2000,Marine Biology Degree (for roles related to environmental monitoring)
538770,Glen,Simmons,Male,Guinea,860-881-8825x664,Marine Mechanic,77877,1982,Electrical Engineering Degree (for electrical systems aboard ships)
543201,Alexander,Le,Male,Bouvet Island (Bouvetoya),758.761.5822x99644,Marine Mechanic,79851,2011,Marine Engineering Degree
502319,Craig,Bowen,Male,Madagascar,830-633-2696x664,Second Mate,78284,1984,Industrial Safety Degree (for safety management in maritime environments)
510172,Kyle,Adams,Male,Lithuania,7554073324,Chief Cook,78166,2023,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
537007,Darrell,Allen,Male,Seychelles,001-233-990-3167x73639,Third Engineer,79808,2001,International Business Degree (useful for port management and operations)
510633,Louis,Oconnor,Male,Swaziland,+1-691-741-3305x981,Pilot,77828,1980,Mechanical Engineering Degree (for engineering roles aboard ships)
524238,Dylan,Black,Male,Bahamas,001-953-370-6648x58277,Able Seaman,77695,2005,Electrical Engineering Degree (for electrical systems aboard ships)
525385,Charles,Fry,Male,Vanuatu,(610)667-2984x541,Quartermaster,78573,2002,Naval Architecture Degree
526102,Thomas,Cameron,Male,Malawi,279-447-9525,Helmsman,77931,2000,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
501738,Ronnie,Zavala,Male,Azerbaijan,+1-471-823-7570x4403,Crane Operator,79774,1989,Marine Biology Degree (for roles related to environmental monitoring)
542685,Corey,Miller,Male,Bosnia and Herzegovina,6307364429,Chief Engineer,77487,2020,Maritime Studies Degree
525491,Christopher,Marquez,Male,Azerbaijan,9114006223,Marine Electrician,77703,1975,Naval Architecture Degree
518668,Adam,Long,Male,Libyan Arab Jamahiriya,+1-962-833-3125x5338,Marine Mechanic,78690,1971,Maritime Studies Degree
508239,John,Lowery,Male,Dominica,738.292.8796x4140,Second Mate,79446,2022,Marine Engineering Degree
511242,Evan,Byrd,Male,Nigeria,783-714-2838,Captain,79676,1976,Electrical Engineering Degree (for electrical systems aboard ships)
538033,Jose,Nelson,Male,Slovakia (Slovak Republic),001-810-452-3427x129,Boatswain,78630,2018,Nautical Science Degree
533611,John,Campbell,Male,Mauritania,256.449.1910x65770,Quartermaster,77604,1979,Industrial Safety Degree (for safety management in maritime environments)
542200,Jerry,Walton,Male,Micronesia,536.296.2797x2023,Tugboat Operator,79818,1991,Marine Biology Degree (for roles related to environmental monitoring)
517743,Tony,Rodriguez,Male,Equatorial Guinea,+1-575-533-4795,Deck Officer,78110,2000,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
503047,Joseph,Baker,Male,Ethiopia,882.776.3022,Tugboat Operator,77112,1972,Naval Architecture Degree
539791,John,Perez,Male,Falkland Islands (Malvinas),+1-534-732-0503x24850,Marine Mechanic,78095,1999,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
544553,Anthony,Mullins,Male,Greece,001-650-718-3794x60279,StevedoreMarine Surveyor,79486,2010,Nautical Science Degree
526567,Russell,Hines,Male,Dominica,+1-867-478-8278x7238,StevedoreMarine Surveyor,79712,2021,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
516667,Jacob,Carter,Male,Bangladesh,+1-932-960-7457x13759,Harbor Master,79875,1981,Civil Engineering Degree (for harbor construction and maintenance)
548471,Daniel,Walsh,Male,Samoa,+1-290-833-8516,Able Seaman,77319,2015,Industrial Safety Degree (for safety management in maritime environments)
505034,Harold,Pace,Male,Lithuania,660.425.0525x863,Marine Mechanic,79806,1977,Nautical Science Degree
511593,Matthew,King,Male,China,584.952.0471x619,First Mate,78495,1996,Environmental Science Degree (for roles related to pollution control and prevention)
546690,Matthew,Chavez,Male,Cyprus,484.375.1562x47752,Captain,77889,1996,Logistics and Supply Chain Management Degree
516116,Joshua,Hill,Male,Malaysia,001-779-369-7213x68637,Second Engineer,79653,2020,Environmental Science Degree (for roles related to pollution control and prevention)
536501,Steven,Mckenzie,Male,Saudi Arabia,407-393-9315x056,Chief Engineer,79806,1975,Mechanical Engineering Degree (for engineering roles aboard ships)
515547,Devin,Mitchell,Male,Burundi,225.586.0649x02028,Able Seaman,78284,1992,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
524286,Chase,Jacobson,Male,Czech Republic,(937)665-6469,Cargo Supervisor,77224,2018,Environmental Science Degree (for roles related to pollution control and prevention)
533009,Thomas,Stewart,Male,Sudan,851-230-2064,Second Engineer,79058,1970,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
509553,Steven,Hicks,Male,Kyrgyz Republic,605.338.8430x5381,Third Mate,79138,2010,Naval Architecture Degree
544474,Gregory,Mcneil,Male,Cape Verde,654-539-8381x56778,Chief Steward,77278,2011,Marine Biology Degree (for roles related to environmental monitoring)
525504,Jason,Campbell,Male,Ecuador,+1-547-482-1103x0549,Pilot,77069,2013,Mechanical Engineering Degree (for engineering roles aboard ships)
500814,Charles,Ramsey,Male,United Arab Emirates,5318271095,Tugboat Operator,78297,2015,Marine Engineering Degree
537511,Donald,Lewis,Male,India,902.947.4430,Pilot,78738,1970,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
505660,Michael,Jones,Male,Hungary,221-571-7637,Able Seaman,77979,1975,Nautical Science Degree
533129,Terry,Smith,Male,Liberia,001-399-984-0278x96587,Boatswain,79093,1995,Industrial Safety Degree (for safety management in maritime environments)
525189,Garrett,Cunningham,Male,Norfolk Island,283.998.3056x126,Tugboat Operator,78573,1994,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
536330,Charles,Huffman,Male,Malawi,(457)540-5000x5507,Second Mate,77382,1980,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
542989,Joe,Martin,Male,Rwanda,(494)818-6850x4257,Harbor Master,78297,2012,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
524236,Casey,Vasquez,Male,Paraguay,001-751-720-1488x51174,Chief Steward,79661,2016,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
510404,Stephen,Johnson,Male,Northern Mariana Islands,885-620-1849,Boatswain,78003,2013,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
527211,Adam,Owens,Male,Saint Barthelemy,(474)659-3544,Helmsman,77620,1999,Electrical Engineering Degree (for electrical systems aboard ships)
537681,Russell,Rodgers,Male,Antigua and Barbuda,+1-335-928-2108x984,Boatswain,78048,1997,Maritime Law Degree
541990,Kurt,Smith,Male,Haiti,5409313143,Helmsman,79540,1987,Naval Architecture Degree
535696,Michael,Burke,Male,Tunisia,+1-487-324-4763x51218,Captain,78062,2019,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
509718,Frank,Edwards,Male,Bahamas,(961)696-2146x632,Deck Officer,78548,2012,Logistics and Supply Chain Management Degree
503226,Richard,Reyes,Male,Latvia,600.440.0827x10332,Chief Cook,79873,2014,Mechanical Engineering Degree (for engineering roles aboard ships)
547102,Jerome,Wallace,Male,Gabon,+1-845-712-3707x24547,Second Engineer,78538,1987,Maritime Studies Degree
527713,James,Miller,Male,Mayotte,(302)829-0324x3540,First Mate,79270,1983,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
515302,Isaiah,Mills,Male,Vietnam,811.310.8194,Marine Electrician,79712,1983,Nautical Science Degree
549823,Christopher,Riley,Male,Martinique,+1-982-374-7427x91508,Marine Electrician,77979,1991,International Business Degree (useful for port management and operations)
515631,Steve,Sanders,Male,Finland,(509)245-6942x6138,Third Mate,78150,1990,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
534159,Paul,Morrison,Male,Guyana,001-969-813-4629x93454,Captain,79621,2002,Electrical Engineering Degree (for electrical systems aboard ships)
518848,Derek,Elliott,Male,United States of America,001-248-621-7773x7103,Able Seaman,77068,1981,Marine Biology Degree (for roles related to environmental monitoring)
543610,Benjamin,Frey,Male,Latvia,(589)618-1352,StevedoreMarine Surveyor,78586,2023,Mechanical Engineering Degree (for engineering roles aboard ships)
517158,Jason,Cain,Male,Chad,001-865-720-2354,Tugboat Operator,79093,1976,Nautical Science Degree
506991,Lance,Stephens,Male,Brazil,(757)936-9075,Chief Cook,77454,2021,International Business Degree (useful for port management and operations)
516092,Shane,Carter,Male,New Zealand,3937042988,Deck Officer,77113,1984,Civil Engineering Degree (for harbor construction and maintenance)
518346,Ray,Mercer,Male,Botswana,001-563-459-6452x8203,Crane Operator,79763,2004,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
509583,Justin,Martinez,Male,Romania,285-729-4293x11998,Second Mate,79661,2001,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
543716,Leroy,Soto,Male,Panama,+1-653-669-6458x90760,Second Engineer,79278,1989,Port Management Degree
512947,Brent,Ross,Male,Syrian Arab Republic,541-705-2306x28783,Chief Steward,79896,2001,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
547751,Richard,Kelly,Male,Faroe Islands,+1-473-453-8465x404,Third Engineer,78618,2016,Maritime Transportation Management Degree
526904,Zachary,Morgan,Male,Sao Tome and Principe,822.228.7565,Tugboat Operator,77368,2014,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
540758,Caleb,Becker,Male,Myanmar,5872352472,Deck Officer,78513,2014,Maritime Transportation Management Degree
543246,Tanner,Walton,Male,Norfolk Island,001-817-935-0143x5549,Third Engineer,77311,1978,Civil Engineering Degree (for harbor construction and maintenance)
510302,Ryan,Norris,Male,Eritrea,001-340-518-5753x82705,StevedoreMarine Surveyor,79653,2021,Electrical Engineering Degree (for electrical systems aboard ships)
509875,George,Clarke,Male,United Kingdom,596-790-1401,Chief Steward,77604,2009,Environmental Science Degree (for roles related to pollution control and prevention)
527258,Adrian,Quinn,Male,Cook Islands,608.981.6253x5498,Port Captain,77626,2001,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
517684,Luis,Patterson,Male,Bahrain,3689355380,Captain,77934,2006,Maritime Law Degree
517858,William,Warren,Male,Uruguay,5213988349,Harbor Master,77187,1997,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
520817,Christopher,Hanna,Male,Poland,+1-420-439-8900x4099,Cargo Supervisor,79695,1999,Naval Architecture Degree
543683,Troy,Jones,Male,Tajikistan,8697427382,Marine Mechanic,77801,1981,Naval Architecture Degree
501311,Christopher,Hurst,Male,Angola,(682)883-1381,Quartermaster,79285,1972,Maritime Transportation Management Degree
512717,Larry,Oconnor,Male,Belize,649-427-4774x072,Marine Mechanic,77613,2021,Mechanical Engineering Degree (for engineering roles aboard ships)
547463,Jack,Williams,Male,Sao Tome and Principe,(695)614-2844,Deck Officer,77626,1971,Maritime Studies Degree
529232,Robert,Scott,Male,Lesotho,001-755-730-3289x8901,First Mate,78770,1979,Industrial Safety Degree (for safety management in maritime environments)
542116,Jordan,Jackson,Male,Mauritius,+1-811-334-2753x802,First Mate,77703,1984,Logistics and Supply Chain Management Degree
541040,James,Gonzalez,Male,Liberia,797.216.7119x424,Harbor Master,77969,1999,Marine Engineering Degree
511663,Melvin,Boyd,Male,Central African Republic,807-210-8038,Third Engineer,79282,2014,Port Management Degree
546933,Dustin,Parks,Male,Slovenia,001-344-707-7981x534,Crane Operator,78794,2003,Electrical Engineering Degree (for electrical systems aboard ships)
537493,Jonathan,Wheeler,Male,Saint Martin,638.383.0746x093,Second Engineer,79621,1998,Marine Engineering Degree
539951,Joshua,Baker,Male,Greece,3129460496,Chief Engineer,77201,2017,International Business Degree (useful for port management and operations)
541543,Ronald,Jones,Male,Cote d'Ivoire,(866)354-1042x9237,Helmsman,78690,1985,Mechanical Engineering Degree (for engineering roles aboard ships)
536268,Joshua,Taylor,Male,Guadeloupe,(880)687-3527x95725,Deck Officer,78190,1990,Port Management Degree
519562,Jonathan,Wright,Male,Cyprus,642.823.4988,Able Seaman,79494,1993,Logistics and Supply Chain Management Degree
500954,Charles,Foster,Male,Nauru,374-328-7837x0049,Port Captain,77368,1979,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
518386,Aaron,Andersen,Male,Northern Mariana Islands,+1-264-207-5089x6579,Chief Engineer,79820,1995,Electrical Engineering Degree (for electrical systems aboard ships)
547139,Christopher,Valdez,Male,Myanmar,(298)701-0394x10303,StevedoreMarine Surveyor,79319,2011,Logistics and Supply Chain Management Degree
548480,Blake,Mclaughlin,Male,Saint Vincent and the Grenadines,718-953-6485,Helmsman,77400,1996,Naval Architecture Degree
526322,Kevin,Jones,Male,Bosnia and Herzegovina,+1-937-762-1274x12761,Second Mate,78972,1978,Environmental Science Degree (for roles related to pollution control and prevention)
530659,Richard,Lee,Male,Bosnia and Herzegovina,485-535-3486x678,Marine Mechanic,78219,2016,Logistics and Supply Chain Management Degree
541301,Robert,Jordan,Male,Reunion,+1-649-642-8623,Deck Officer,79446,1983,Maritime Law Degree
547538,Daniel,Newman,Male,Madagascar,9349091540,Second Mate,78219,2002,Civil Engineering Degree (for harbor construction and maintenance)
544841,Robert,Burton,Male,El Salvador,830.401.1019x24623,Harbor Master,79151,2008,Nautical Science Degree
532512,Dylan,Wood,Male,Bermuda,001-977-877-1749x878,Marine Electrician,77495,2010,Logistics and Supply Chain Management Degree
515572,Clayton,Miller,Male,Cayman Islands,903.462.1250,Pilot,78875,1990,Industrial Safety Degree (for safety management in maritime environments)
529006,Shawn,Williams,Male,Kiribati,(260)732-7126x0054,Dock Master,78120,2004,Maritime Studies Degree
527594,Joseph,Parker,Male,Lesotho,430-340-1390,Third Mate,77294,2020,Electrical Engineering Degree (for electrical systems aboard ships)
508965,Logan,Davis,Male,American Samoa,+1-542-232-6155x8549,Dock Master,77224,2006,Port Management Degree
532946,Douglas,West,Male,Colombia,+1-754-554-2710,StevedoreMarine Surveyor,79818,1985,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
530495,James,Sandoval,Male,Tokelau,001-335-279-5076,Cargo Supervisor,79274,2013,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
521595,Elijah,Joyce,Male,Bouvet Island (Bouvetoya),+1-708-352-5121x21822,Chief Cook,78071,1983,Civil Engineering Degree (for harbor construction and maintenance)
533853,Alex,Weaver,Male,Russian Federation,438-612-8091x3211,Pilot,79454,1976,Nautical Science Degree
524044,Marcus,Krause,Male,Romania,001-411-989-3226x510,Able Seaman,78287,1975,Mechanical Engineering Degree (for engineering roles aboard ships)
541003,James,Smith,Male,British Indian Ocean Territory (Chagos Archipelago),+1-664-350-6276x304,Dock Master,78760,2015,Mechanical Engineering Degree (for engineering roles aboard ships)
539713,Thomas,Jordan,Male,New Caledonia,282.836.5411x6340,Able Seaman,79234,1975,Environmental Science Degree (for roles related to pollution control and prevention)
516190,Jeffery,Vazquez,Male,Gibraltar,921-805-3039,Deck Officer,78213,1972,Marine Biology Degree (for roles related to environmental monitoring)
534973,Eddie,Kim,Male,Kyrgyz Republic,001-256-556-2221x3950,Second Mate,78076,1986,Naval Architecture Degree
500503,Chris,Phelps,Male,North Macedonia,(891)933-6597x27342,Marine Mechanic,78468,1994,Marine Biology Degree (for roles related to environmental monitoring)
529235,John,Jackson,Male,Monaco,(839)915-7213x4096,Chief Steward,78230,2012,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
523383,Kent,Mitchell,Male,Croatia,(218)382-9925x035,Deck Officer,77352,2011,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
524813,Daniel,Andrews,Male,Turks and Caicos Islands,3626841923,Captain,77844,1975,Environmental Science Degree (for roles related to pollution control and prevention)
506091,Ryan,Little,Male,Albania,(408)370-0767x7369,Third Mate,78546,1991,Marine Engineering Degree
524331,Michael,Powell,Male,Czech Republic,001-623-265-7711x091,Harbor Master,78685,1990,Maritime Transportation Management Degree
526308,Edwin,Robertson,Male,French Polynesia,288-256-3081x9559,Tugboat Operator,79763,1979,Maritime Transportation Management Degree
518157,John,Smith,Male,Angola,342.502.5691,Dock Master,79820,1976,Electrical Engineering Degree (for electrical systems aboard ships)
546165,Nicholas,Cruz,Male,Italy,+1-498-517-8353x4001,Tugboat Operator,78742,1991,Marine Biology Degree (for roles related to environmental monitoring)
538366,Shaun,Garcia,Male,Liberia,956.634.9644x610,Dock Master,78787,1972,Maritime Law Degree
526886,David,King,Male,Belgium,691-473-2585x8471,Boatswain,77166,1980,Naval Architecture Degree
518408,Ricky,Chandler,Male,Philippines,001-275-513-9394x9865,Pilot,79494,2013,Nautical Science Degree
500204,Nicholas,Tran,Male,Poland,001-277-210-1525,Third Engineer,79183,2020,Maritime Transportation Management Degree
538060,Richard,Shelton,Male,Cook Islands,(889)605-9734,Chief Engineer,79282,2004,Logistics and Supply Chain Management Degree
529196,Ronald,Edwards,Male,Mali,351.574.2401x26512,Cargo Supervisor,77745,2009,Marine Engineering Degree
501181,Richard,Walls,Male,Mauritius,+1-888-760-2023,First Mate,78370,1975,Mechanical Engineering Degree (for engineering roles aboard ships)
526483,Larry,Davis,Male,Benin,949-505-4545,First Mate,79417,1982,Civil Engineering Degree (for harbor construction and maintenance)
547112,Todd,Estrada,Male,Djibouti,674-300-4733x67650,Chief Engineer,79901,2011,Civil Engineering Degree (for harbor construction and maintenance)
500833,Robert,Miranda,Male,Malaysia,760.731.0780x88497,Captain,77490,1988,Marine Engineering Degree
548487,Kenneth,Young,Male,United States of America,+1-747-280-5346x3432,Helmsman,78208,1980,Marine Biology Degree (for roles related to environmental monitoring)
528746,Christopher,Flynn,Male,Ethiopia,685.380.1648,Marine Mechanic,78062,1986,International Business Degree (useful for port management and operations)
536572,Robert,Martin,Male,Slovakia (Slovak Republic),3097845477,Chief Engineer,78300,2019,Port Management Degree
513936,Gregory,Dalton,Male,United Kingdom,001-247-476-6653x97480,First Mate,78548,1983,Electrical Engineering Degree (for electrical systems aboard ships)
546404,Ivan,Beck,Male,Sao Tome and Principe,(247)684-2107x589,Port Captain,78168,2004,Port Management Degree
537793,Miguel,Green,Male,Norfolk Island,723.721.1258,Captain,78585,1980,Industrial Safety Degree (for safety management in maritime environments)
505090,Robert,Salazar,Male,Romania,001-789-774-1152x86317,Harbor Master,78048,1982,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
533952,Cameron,Hunt,Male,Norway,5726493692,Dock Master,78742,2016,Naval Architecture Degree
503976,Thomas,Cooper,Male,China,837.712.0362,Chief Steward,77598,1994,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
508569,Chris,Foster,Male,Cyprus,325-618-7231,Crane Operator,77877,1991,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
525478,Brent,Livingston,Male,North Macedonia,+1-566-986-6715x9190,Marine Mechanic,77626,2021,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
515185,Christopher,Goodman,Male,Anguilla,001-600-948-7569x720,Pilot,78960,2017,Mechanical Engineering Degree (for engineering roles aboard ships)
514521,Robert,Martin,Male,Iraq,688.615.5306,Able Seaman,77255,2001,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
517411,Steven,Rodriguez,Male,Burkina Faso,(444)722-0160,Chief Cook,79305,2021,Logistics and Supply Chain Management Degree
502332,Raymond,Lopez,Male,Norway,551.543.5882,Pilot,77079,1987,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
549402,Omar,Cox,Male,Belgium,(967)243-0695x99618,Deck Officer,78473,2021,International Business Degree (useful for port management and operations)
512193,Joseph,Rios,Male,Chile,737-941-6411,Harbor Master,77094,2012,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
526734,Robert,Dickerson,Male,Gabon,(447)793-8840x499,First Mate,79976,2003,Maritime Studies Degree
507893,Scott,Alexander,Male,Eritrea,647-687-1697x30156,Marine Electrician,78108,1974,Marine Biology Degree (for roles related to environmental monitoring)
526895,David,Green,Male,Fiji,4083446199,StevedoreMarine Surveyor,77139,2016,Maritime Studies Degree
537892,Brian,Sanchez,Male,Hong Kong,450.419.5742x4905,Pilot,79565,2019,Environmental Science Degree (for roles related to pollution control and prevention)
508868,Richard,Hudson,Male,South Africa,(259)923-3056x405,Third Mate,78760,2002,Marine Biology Degree (for roles related to environmental monitoring)
547109,Don,Oliver,Male,Taiwan,921-989-5551,Chief Cook,79697,1974,Industrial Safety Degree (for safety management in maritime environments)
504237,Chad,Owens,Male,Samoa,(749)414-9696,Pilot,79712,1995,Logistics and Supply Chain Management Degree
529247,Brent,Adams,Male,Moldova,(815)988-2798,First Mate,78586,2017,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
519905,Melvin,Horton,Male,Sudan,929-417-2049x66468,StevedoreMarine Surveyor,78013,1984,Industrial Safety Degree (for safety management in maritime environments)
517027,Mark,Alvarez,Male,Niger,(462)862-3396x59027,Second Mate,78154,1995,Industrial Safety Degree (for safety management in maritime environments)
507727,Gregory,Hernandez,Male,Gibraltar,519.340.5225x40628,Boatswain,79313,2013,Maritime Transportation Management Degree
545556,Steven,Watson,Male,Mali,9366725387,Chief Cook,78546,1986,Marine Engineering Degree
501293,Keith,Murphy,Male,Antigua and Barbuda,4414788064,StevedoreMarine Surveyor,78489,2019,Mechanical Engineering Degree (for engineering roles aboard ships)
527976,Earl,Phillips,Male,Russian Federation,4623529346,Third Engineer,78568,2004,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
519086,Benjamin,Santiago,Male,Peru,444.571.3383x87743,Harbor Master,78918,2010,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
546460,Tyler,Bailey,Male,United States of America,(348)240-6266,Crane Operator,78204,1971,Marine Engineering Degree
547254,Anthony,Carlson,Male,El Salvador,8068052542,Chief Cook,79111,2005,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
544782,Michael,Mason,Male,Japan,(929)351-6602x39681,Crane Operator,79861,2019,Port Management Degree
529556,Daniel,Davis,Male,Vietnam,+1-235-448-5081x1018,Chief Engineer,79401,2008,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
523049,Mark,Thomas,Male,Burkina Faso,237-278-0755x798,Helmsman,79356,1980,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
541684,Timothy,Donovan,Male,Colombia,001-262-888-6674x315,Pilot,77079,1988,Civil Engineering Degree (for harbor construction and maintenance)
537653,Michael,Mora,Male,Pakistan,001-357-292-4629x255,Cargo Supervisor,78918,1992,International Business Degree (useful for port management and operations)
526243,Caleb,Anderson,Male,Romania,001-491-598-7020,Third Engineer,77139,1995,Environmental Science Degree (for roles related to pollution control and prevention)
509545,William,Meza,Male,Comoros,(438)612-0640x220,Chief Engineer,79417,1994,Logistics and Supply Chain Management Degree
541034,Stephen,Anderson,Male,Netherlands Antilles,555-897-0367,First Mate,79111,2017,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
511958,Keith,Nolan,Male,Faroe Islands,494.367.5183,Quartermaster,77291,1981,Logistics and Supply Chain Management Degree
530173,Gregory,Morales,Male,Vanuatu,847.333.0959,Helmsman,79327,2021,Maritime Transportation Management Degree
507528,Jason,Martin,Male,Jamaica,865.417.6251x38776,Dock Master,79965,1980,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
542483,Joseph,Jarvis,Male,Tajikistan,+1-701-586-8669x74152,Able Seaman,77007,2013,Marine Biology Degree (for roles related to environmental monitoring)
532129,Michael,Garza,Male,Tunisia,524-649-7169,Pilot,78489,2003,Marine Engineering Degree
527936,Kurt,Smith,Male,Equatorial Guinea,+1-705-682-8766x1464,Chief Cook,79859,1991,International Business Degree (useful for port management and operations)
539093,George,Green,Male,Saint Kitts and Nevis,(764)491-4240x5274,Chief Engineer,77744,2007,Maritime Law Degree
517282,Jerry,Burns,Male,El Salvador,001-718-925-2001,Second Mate,78463,2000,Marine Engineering Degree
543493,William,Tucker,Male,Puerto Rico,(515)368-2834,Chief Cook,77107,1992,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
531001,Jay,Gallagher,Male,Haiti,(426)322-5604,Quartermaster,79327,2022,Nautical Science Degree
546544,Nicholas,Weber,Male,Spain,984.410.2627x452,Chief Engineer,78284,2019,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
530337,Andrew,Wyatt,Male,Papua New Guinea,763.447.1776,Marine Electrician,78379,2019,Naval Architecture Degree
544669,Kyle,Steele,Male,India,365-481-5254x4614,Cargo Supervisor,78267,1993,Port Management Degree
505552,James,Allen,Male,Sudan,(518)389-8844x713,Helmsman,79783,2017,Maritime Law Degree
506879,Thomas,Weaver,Male,United States Virgin Islands,+1-768-907-5740x3676,Second Engineer,79234,1978,Civil Engineering Degree (for harbor construction and maintenance)
526713,Kenneth,Hamilton,Male,Jordan,+1-418-604-1810x25532,Second Engineer,77884,1983,Marine Biology Degree (for roles related to environmental monitoring)
542769,Luis,Bailey,Male,Guam,+1-330-395-2380,Captain,77255,1990,Environmental Science Degree (for roles related to pollution control and prevention)
528367,Timothy,Gross,Male,Zambia,8613880461,Cargo Supervisor,78394,2017,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
514752,Jack,Burch,Male,Comoros,(250)321-2285x0280,Chief Engineer,77011,1985,Nautical Science Degree
513103,Lawrence,Gomez,Male,Turkey,8692825538,Pilot,78861,2020,Naval Architecture Degree
526515,Jack,Harrison,Male,Uganda,(318)301-7547x934,Third Mate,79851,1992,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
537438,Brian,Williams,Male,Mauritania,352-452-2104x53889,Port Captain,78189,1985,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
528187,Timothy,Wagner,Male,Uruguay,(370)876-4763,Chief Steward,78071,1979,Logistics and Supply Chain Management Degree
535066,Travis,Taylor,Male,Mongolia,656-424-4622x3838,Captain,79183,2018,Mechanical Engineering Degree (for engineering roles aboard ships)
518353,Luis,Reese,Male,Chile,651-219-6127,Cargo Supervisor,77007,1998,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
504801,Tim,Gonzalez,Male,Tonga,+1-291-253-3192x002,Port Captain,79565,2000,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
518970,Fred,Williams,Male,Saudi Arabia,9815772648,Dock Master,79763,2008,International Business Degree (useful for port management and operations)
537099,Juan,Baxter,Male,Afghanistan,001-345-840-2786x732,StevedoreMarine Surveyor,78394,1989,Mechanical Engineering Degree (for engineering roles aboard ships)
504121,Timothy,Patrick,Male,Albania,(623)271-4484,Second Engineer,78585,2013,Environmental Science Degree (for roles related to pollution control and prevention)
520820,James,Vega,Male,Peru,4306021353,Cargo Supervisor,79020,1970,Port Management Degree
510625,Albert,Clark,Male,Cote d'Ivoire,+1-434-927-8726x88727,Crane Operator,77402,2018,Industrial Safety Degree (for safety management in maritime environments)
533570,Alan,Knapp,Male,Botswana,3644450865,StevedoreMarine Surveyor,79965,2003,Marine Biology Degree (for roles related to environmental monitoring)
501473,Brian,Haynes,Male,Gibraltar,+1-439-919-6249x822,Second Mate,77408,2015,Port Management Degree
523389,Jesse,Mccormick,Male,Nauru,001-618-961-2195,Harbor Master,79565,1999,Nautical Science Degree
516412,Kenneth,Phillips,Male,Saint Pierre and Miquelon,826-635-7022,Able Seaman,78538,1977,Nautical Science Degree
544487,Douglas,Hamilton,Male,Kiribati,+1-887-511-0804,Quartermaster,78026,1981,International Business Degree (useful for port management and operations)
523266,Daniel,Lewis,Male,Heard Island and McDonald Islands,(990)432-6737x8189,Chief Engineer,77567,2016,Maritime Studies Degree
539208,Joseph,Young,Male,Angola,383.598.4658,Helmsman,77402,1984,Logistics and Supply Chain Management Degree
